time,open,high,low,close,tick_volume,spread,real_volume
2024-09-26 16:00:00,1.11507,1.11888,1.11253,1.11687,23332,11,0
2024-09-26 20:00:00,1.11687,1.11837,1.1167799999999999,1.11759,8772,11,0
2024-09-27 00:00:00,1.11759,1.11772,1.11675,1.11686,3404,11,0
2024-09-27 04:00:00,1.11686,1.11727,1.11619,1.11641,7288,11,0
2024-09-27 08:00:00,1.11641,1.11755,1.11244,1.11439,20084,11,0
2024-09-27 12:00:00,1.11439,1.12013,1.11367,1.11993,16851,11,0
2024-09-27 16:00:00,1.11993,1.12025,1.11458,1.1151200000000001,23504,11,0
2024-09-27 20:00:00,1.1151200000000001,1.11673,1.11499,1.11642,9021,11,0
2024-09-30 00:00:00,1.11547,1.11733,1.11537,1.11703,4973,11,0
2024-09-30 04:00:00,1.11703,1.11722,1.11558,1.11611,6392,11,0
2024-09-30 08:00:00,1.11611,1.12084,1.11555,1.12049,14371,11,0
2024-09-30 12:00:00,1.1205,1.12052,1.11827,1.11893,14195,11,0
2024-09-30 16:00:00,1.11893,1.11907,1.11345,1.11478,23915,11,0
2024-09-30 20:00:00,1.11478,1.1161699999999999,1.11132,1.11343,17266,11,0
2024-10-01 00:00:00,1.11273,1.11421,1.11267,1.11317,3908,11,0
2024-10-01 04:00:00,1.11317,1.11429,1.11308,1.11401,5364,11,0
2024-10-01 08:00:00,1.11401,1.11436,1.10974,1.11023,17472,11,0
2024-10-01 12:00:00,1.11022,1.11142,1.10696,1.10706,17364,11,0
2024-10-01 16:00:00,1.10706,1.10863,1.10477,1.10539,31603,11,0
2024-10-01 20:00:00,1.10539,1.10768,1.10453,1.10671,16025,11,0
2024-10-02 00:00:00,1.10618,1.10715,1.10617,1.10651,3581,11,0
2024-10-02 04:00:00,1.10651,1.10735,1.10598,1.10625,6849,11,0
2024-10-02 08:00:00,1.10625,1.10824,1.10536,1.10718,14252,11,0
2024-10-02 12:00:00,1.10718,1.10768,1.10505,1.10529,14130,11,0
2024-10-02 16:00:00,1.1053,1.10652,1.10322,1.10461,19716,11,0
2024-10-02 20:00:00,1.10461,1.10529,1.1036299999999999,1.10447,9330,11,0
2024-10-03 00:00:00,1.10442,1.10489,1.10366,1.10387,4384,11,0
2024-10-03 04:00:00,1.10387,1.10402,1.10315,1.10324,6778,11,0
2024-10-03 08:00:00,1.10324,1.10457,1.10245,1.10371,16077,11,0
2024-10-03 12:00:00,1.10371,1.10462,1.10276,1.10317,15733,11,0
2024-10-03 16:00:00,1.10317,1.10432,1.10078,1.10299,26812,11,0
2024-10-03 20:00:00,1.10299,1.10355,1.10245,1.1029,9294,11,0
2024-10-04 00:00:00,1.10289,1.10391,1.10252,1.10341,3618,11,0
2024-10-04 04:00:00,1.10341,1.10355,1.10247,1.10272,7533,11,0
2024-10-04 08:00:00,1.10272,1.10352,1.10206,1.10251,12398,11,0
2024-10-04 12:00:00,1.10251,1.10364,1.09584,1.09606,18338,11,0
2024-10-04 16:00:00,1.09606,1.09811,1.09507,1.09592,26289,11,0
2024-10-04 20:00:00,1.09592,1.09774,1.09571,1.09739,8439,11,0
2024-10-07 00:00:00,1.09665,1.09751,1.09584,1.09695,5721,11,0
2024-10-07 04:00:00,1.09695,1.09772,1.09678,1.09679,8129,11,0
2024-10-07 08:00:00,1.09679,1.09785,1.09577,1.09694,14785,11,0
2024-10-07 12:00:00,1.09694,1.0983,1.09537,1.09768,16274,11,0
2024-10-07 16:00:00,1.09766,1.09844,1.0969,1.09834,20171,11,0
2024-10-07 20:00:00,1.09833,1.09864,1.09652,1.09733,9668,11,0
2024-10-08 00:00:00,1.09682,1.09834,1.09681,1.09813,4962,11,0
2024-10-08 04:00:00,1.09813,1.09862,1.09723,1.0985,8981,11,0
2024-10-08 08:00:00,1.0985,1.09965,1.0977999999999999,1.09934,14654,11,0
2024-10-08 12:00:00,1.09934,1.09942,1.09709,1.09753,13121,11,0
2024-10-08 16:00:00,1.09753,1.09833,1.09604,1.09751,17031,11,0
2024-10-08 20:00:00,1.09751,1.098,1.09653,1.09799,7984,11,0
2024-10-09 00:00:00,1.09699,1.09805,1.09695,1.0975,3366,11,0
2024-10-09 04:00:00,1.0975,1.09768,1.09616,1.09627,8628,11,0
2024-10-09 08:00:00,1.09627,1.09754,1.09504,1.09572,16052,11,0
2024-10-09 12:00:00,1.09572,1.09702,1.09522,1.09564,11245,11,0
2024-10-09 16:00:00,1.09564,1.09593,1.09389,1.09409,17012,11,0
2024-10-09 20:00:00,1.09409,1.09421,1.09356,1.09392,8452,11,0
2024-10-10 00:00:00,1.09376,1.09426,1.09354,1.09401,3739,11,0
2024-10-10 04:00:00,1.09401,1.09457,1.09379,1.09405,7867,11,0
2024-10-10 08:00:00,1.09405,1.09425,1.09278,1.09325,11379,11,0
2024-10-10 12:00:00,1.09325,1.09543,1.0907,1.09434,18047,11,0
2024-10-10 16:00:00,1.09434,1.09493,1.09026,1.09056,29573,11,0
2024-10-10 20:00:00,1.09056,1.09373,1.08994,1.09365,10988,11,0
2024-10-11 00:00:00,1.09249,1.09375,1.09249,1.09369,3522,11,0
2024-10-11 04:00:00,1.09369,1.09402,1.09291,1.09351,4114,11,0
2024-10-11 08:00:00,1.09351,1.09533,1.09317,1.09491,9402,11,0
2024-10-11 12:00:00,1.09491,1.09507,1.09256,1.09326,13832,11,0
2024-10-11 16:00:00,1.09326,1.0952,1.09274,1.09443,17525,11,0
2024-10-11 20:00:00,1.09443,1.09469,1.0932,1.09356,6077,11,0
2024-10-14 00:00:00,1.0932,1.0933,1.09148,1.0921,3968,11,0
2024-10-14 04:00:00,1.0921,1.09288,1.09174,1.09232,6619,11,0
2024-10-14 08:00:00,1.09232,1.09311,1.09217,1.09265,9479,11,0
2024-10-14 12:00:00,1.09265,1.09362,1.09067,1.09091,10695,11,0
2024-10-14 16:00:00,1.0909,1.0927,1.09001,1.0901,15262,11,0
2024-10-14 20:00:00,1.09009,1.09088,1.08877,1.09084,7588,11,0
2024-10-15 00:00:00,1.09043,1.091,1.09035,1.09068,3189,11,0
2024-10-15 04:00:00,1.09068,1.09084,1.0891,1.08924,5902,11,0
2024-10-15 08:00:00,1.08924,1.09157,1.08843,1.09099,13512,11,0
2024-10-15 12:00:00,1.09099,1.09146,1.08967,1.09095,13490,11,0
2024-10-15 16:00:00,1.09094,1.09163,1.08887,1.08889,18098,11,0
2024-10-15 20:00:00,1.0889,1.08919,1.08813,1.08908,9161,11,0
2024-10-16 00:00:00,1.08899,1.08926,1.08815,1.08849,2885,11,0
2024-10-16 04:00:00,1.0884800000000001,1.08952,1.08838,1.08889,5957,11,0
2024-10-16 08:00:00,1.08889,1.08898,1.08746,1.08827,13918,11,0
2024-10-16 12:00:00,1.08827,1.09009,1.0882,1.08884,12613,11,0
2024-10-16 16:00:00,1.08884,1.08971,1.08655,1.08676,16898,11,0
2024-10-16 20:00:00,1.08676,1.0868,1.08527,1.08617,8428,11,0
2024-10-17 00:00:00,1.0857,1.08705,1.08558,1.08627,4604,11,0
2024-10-17 04:00:00,1.08627,1.08647,1.08506,1.08527,7171,11,0
2024-10-17 08:00:00,1.08527,1.0858,1.08485,1.08513,10673,11,0
2024-10-17 12:00:00,1.08513,1.08735,1.0833,1.08421,16060,11,0
2024-10-17 16:00:00,1.08421,1.08443,1.08105,1.08242,26236,11,0
2024-10-17 20:00:00,1.08242,1.08315,1.0820400000000001,1.083,8000,11,0
2024-10-18 00:00:00,1.08253,1.08327,1.08239,1.08285,3747,11,0
2024-10-18 04:00:00,1.08285,1.08401,1.08269,1.08398,5985,11,0
2024-10-18 08:00:00,1.08398,1.08481,1.0834,1.08374,12081,11,0
2024-10-18 12:00:00,1.08374,1.08596,1.08335,1.08587,12202,11,0
2024-10-18 16:00:00,1.08587,1.08678,1.08507,1.08661,13958,11,0
2024-10-18 20:00:00,1.08661,1.0869,1.08587,1.08667,8443,11,0
2024-10-21 00:00:00,1.08587,1.08708,1.08586,1.08644,4703,11,0
2024-10-21 04:00:00,1.08644,1.08678,1.08578,1.08583,6602,11,0
2024-10-21 08:00:00,1.08583,1.08628,1.08457,1.08547,10267,11,0
2024-10-21 12:00:00,1.08547,1.08586,1.08442,1.0857,10619,11,0
2024-10-21 16:00:00,1.0857,1.08576,1.08165,1.08182,14528,11,0
2024-10-21 20:00:00,1.08182,1.08226,1.08106,1.0814,8787,11,0
2024-10-22 00:00:00,1.08125,1.08184,1.08108,1.08156,3251,11,0
2024-10-22 04:00:00,1.08156,1.08208,1.0814300000000001,1.082,6298,11,0
2024-10-22 08:00:00,1.082,1.08376,1.08174,1.08263,10739,11,0
2024-10-22 12:00:00,1.08263,1.08302,1.08106,1.08113,11978,11,0
2024-10-22 16:00:00,1.08113,1.08181,1.08004,1.08069,16892,11,0
2024-10-22 20:00:00,1.08072,1.08083,1.07919,1.07981,6565,11,0
2024-10-23 00:00:00,1.07968,1.08001,1.07913,1.07948,3270,11,0
2024-10-23 04:00:00,1.07948,1.08049,1.0793,1.08015,7169,11,0
2024-10-23 08:00:00,1.08015,1.08059,1.07788,1.07878,11883,11,0
2024-10-23 12:00:00,1.07878,1.0789,1.07606,1.07739,13668,11,0
2024-10-23 16:00:00,1.07739,1.07857,1.0769,1.07724,16223,11,0
2024-10-23 20:00:00,1.07724,1.07861,1.07666,1.07817,11098,11,0
2024-10-24 00:00:00,1.07791,1.07894,1.07789,1.07884,4388,11,0
2024-10-24 04:00:00,1.07884,1.07932,1.07804,1.07924,7396,11,0
2024-10-24 08:00:00,1.07924,1.08078,1.07699,1.08028,16285,11,0
2024-10-24 12:00:00,1.08027,1.08047,1.07881,1.07961,15254,11,0
2024-10-24 16:00:00,1.07961,1.08109,1.07947,1.08101,18899,11,0
2024-10-24 20:00:00,1.08101,1.08295,1.08099,1.08274,9315,11,0
2024-10-25 00:00:00,1.08256,1.08283,1.08197,1.08215,4261,11,0
2024-10-25 04:00:00,1.08215,1.08273,1.08194,1.08212,6454,11,0
2024-10-25 08:00:00,1.08212,1.08368,1.08131,1.08235,12075,11,0
2024-10-25 12:00:00,1.08235,1.0839,1.0820400000000001,1.0838,10275,11,0
2024-10-25 16:00:00,1.0838,1.08383,1.08018,1.08045,15593,11,0
2024-10-25 20:00:00,1.08045,1.08061,1.07924,1.07955,10214,11,0
2024-10-28 00:00:00,1.07926,1.08013,1.07859,1.07938,6609,11,0
2024-10-28 04:00:00,1.07937,1.07957,1.07814,1.0787,8019,11,0
2024-10-28 08:00:00,1.0787,1.08208,1.07814,1.08184,10682,11,0
2024-10-28 12:00:00,1.08184,1.08259,1.08078,1.08148,11938,11,0
2024-10-28 16:00:00,1.08148,1.08273,1.0813,1.08152,14671,11,0
2024-10-28 20:00:00,1.08152,1.08186,1.08094,1.08115,7967,11,0
2024-10-29 00:00:00,1.08107,1.0819,1.0807,1.08155,3576,11,0
2024-10-29 04:00:00,1.08155,1.08178,1.08054,1.08084,6827,11,0
2024-10-29 08:00:00,1.08084,1.08198,1.08048,1.08183,11117,11,0
2024-10-29 12:00:00,1.08183,1.0826,1.07714,1.07767,15269,11,0
2024-10-29 16:00:00,1.07768,1.08114,1.07681,1.07987,26546,11,0
2024-10-29 20:00:00,1.07987,1.08178,1.07977,1.08175,11399,11,0
2024-10-30 00:00:00,1.08124,1.08259,1.08122,1.08215,3172,11,0
2024-10-30 04:00:00,1.08215,1.08251,1.08125,1.08163,5663,11,0
2024-10-30 08:00:00,1.08163,1.08443,1.08133,1.08341,10641,11,0
2024-10-30 12:00:00,1.08343,1.08587,1.08074,1.08136,18719,11,0
2024-10-30 16:00:00,1.08136,1.0866500000000001,1.08109,1.08608,23732,11,0
2024-10-30 20:00:00,1.08608,1.0871,1.0853,1.08561,11073,11,0
2024-10-31 00:00:00,1.0855299999999999,1.08598,1.08507,1.08527,3434,11,0
2024-10-31 04:00:00,1.08527,1.08579,1.08435,1.08476,6800,11,0
2024-10-31 08:00:00,1.08476,1.0863,1.0846,1.08557,10971,11,0
2024-10-31 12:00:00,1.08557,1.08863,1.08538,1.08793,16895,11,0
2024-10-31 16:00:00,1.08793,1.08877,1.08456,1.08576,27068,11,0
2024-10-31 20:00:00,1.08576,1.08845,1.08549,1.08833,12715,11,0
2024-11-01 00:00:00,1.08825,1.08869,1.08801,1.08862,3052,11,0
2024-11-01 04:00:00,1.08862,1.08882,1.08746,1.08766,6979,11,0
2024-11-01 08:00:00,1.08766,1.08776,1.08568,1.08618,9151,11,0
2024-11-01 12:00:00,1.08618,1.09053,1.08519,1.08856,16314,11,0
2024-11-01 16:00:00,1.08857,1.08891,1.08457,1.0852,24718,11,0
2024-11-01 20:00:00,1.0852,1.08524,1.08313,1.08339,11775,11,0
2024-11-04 00:00:00,1.08733,1.08908,1.08693,1.08878,8061,11,0
2024-11-04 04:00:00,1.08878,1.09044,1.08843,1.08984,10270,11,0
2024-11-04 08:00:00,1.08984,1.09017,1.08867,1.08957,13104,11,0
2024-11-04 12:00:00,1.08957,1.09144,1.08927,1.09045,12692,11,0
2024-11-04 16:00:00,1.09045,1.09091,1.08792,1.0888,19359,11,0
2024-11-04 20:00:00,1.0888,1.08888,1.08734,1.08765,9322,11,0
2024-11-05 00:00:00,1.08731,1.08788,1.08718,1.08772,3943,11,0
2024-11-05 04:00:00,1.08772,1.08796,1.08738,1.08779,4507,11,0
2024-11-05 08:00:00,1.08779,1.0897000000000001,1.08767,1.08915,9029,11,0
2024-11-05 12:00:00,1.08915,1.0901399999999999,1.08889,1.08924,9225,11,0
2024-11-05 16:00:00,1.08923,1.09298,1.08854,1.09296,17854,11,0
2024-11-05 20:00:00,1.09296,1.09361,1.09233,1.09289,9416,11,0
2024-11-06 00:00:00,1.09239,1.09368,1.08211,1.0836,24837,11,0
2024-11-06 04:00:00,1.0836,1.08389,1.07178,1.07595,38673,11,0
2024-11-06 08:00:00,1.07597,1.0781,1.0702,1.07547,35198,11,0
2024-11-06 12:00:00,1.07547,1.07612,1.06818,1.07097,30779,11,0
2024-11-06 16:00:00,1.07096,1.0745,1.0698,1.0727,32875,11,0
2024-11-06 20:00:00,1.07269,1.07579,1.07257,1.07284,17453,11,0
2024-11-07 00:00:00,1.07215,1.07368,1.07121,1.07175,7901,11,0
2024-11-07 04:00:00,1.07175,1.07475,1.0717,1.0746,9611,11,0
2024-11-07 08:00:00,1.07461,1.0771,1.07403,1.07459,20185,11,0
2024-11-07 12:00:00,1.07459,1.07944,1.07459,1.07916,20973,11,0
2024-11-07 16:00:00,1.07916,1.08244,1.07805,1.08043,24857,11,0
2024-11-07 20:00:00,1.08043,1.0809,1.07663,1.08024,25299,11,0
2024-11-08 00:00:00,1.08041,1.08047,1.07786,1.07864,7511,11,0
2024-11-08 04:00:00,1.07864,1.07893,1.0776,1.07812,9145,11,0
2024-11-08 08:00:00,1.07812,1.07887,1.0760399999999999,1.07785,20763,11,0
2024-11-08 12:00:00,1.07785,1.0796999999999999,1.0744,1.07524,19089,11,0
2024-11-08 16:00:00,1.07524,1.07652,1.06862,1.07087,24293,11,0
2024-11-08 20:00:00,1.07087,1.07209,1.06994,1.07176,10490,11,0
2024-11-11 00:00:00,1.07045,1.07274,1.07045,1.07198,6965,11,0
2024-11-11 04:00:00,1.07198,1.07267,1.07074,1.0717,6943,11,0
2024-11-11 08:00:00,1.0717,1.07218,1.06675,1.06811,17564,11,0
2024-11-11 12:00:00,1.0681,1.0688,1.0636,1.06476,15468,11,0
2024-11-11 16:00:00,1.06475,1.06571,1.06281,1.06485,14892,11,0
2024-11-11 20:00:00,1.06485,1.06573,1.06453,1.06552,6016,11,0
2024-11-12 00:00:00,1.06513,1.06626,1.0647199999999999,1.06477,6424,11,0
2024-11-12 04:00:00,1.06477,1.06516,1.06374,1.06394,8195,11,0
2024-11-12 08:00:00,1.06394,1.06395,1.0616,1.0625499999999999,16576,11,0
2024-11-12 12:00:00,1.06254,1.06292,1.06058,1.06223,16770,11,0
2024-11-12 16:00:00,1.06223,1.06254,1.05943,1.06065,22421,11,0
2024-11-12 20:00:00,1.06065,1.06264,1.06058,1.06231,9027,11,0
2024-11-13 00:00:00,1.062,1.06288,1.06103,1.06273,7219,11,0
2024-11-13 04:00:00,1.06273,1.06289,1.06091,1.06128,6553,11,0
2024-11-13 08:00:00,1.06128,1.06295,1.05926,1.06263,13344,11,0
2024-11-13 12:00:00,1.06263,1.06539,1.06094,1.06358,20317,11,0
2024-11-13 16:00:00,1.06358,1.06376,1.0555,1.05683,34078,11,0
2024-11-13 20:00:00,1.05683,1.05756,1.0556,1.05638,10396,11,0
2024-11-14 00:00:00,1.0562,1.05683,1.05504,1.05553,6728,11,0
2024-11-14 04:00:00,1.05553,1.05575,1.05335,1.05465,8720,11,0
2024-11-14 08:00:00,1.05465,1.05578,1.05173,1.05198,16139,11,0
2024-11-14 12:00:00,1.05198,1.05449,1.0496,1.05302,24894,11,0
2024-11-14 16:00:00,1.05302,1.05821,1.0529,1.0559,26195,11,0
2024-11-14 20:00:00,1.0559,1.05603,1.05113,1.05294,17138,11,0
2024-11-15 00:00:00,1.05246,1.05409,1.05231,1.05316,7227,11,0
2024-11-15 04:00:00,1.05316,1.05457,1.05311,1.05395,7460,11,0
2024-11-15 08:00:00,1.05395,1.05796,1.05333,1.05616,15389,11,0
2024-11-15 12:00:00,1.05616,1.05922,1.05534,1.05582,19377,11,0
2024-11-15 16:00:00,1.05582,1.0563,1.05225,1.05479,28764,11,0
2024-11-15 20:00:00,1.0548,1.05541,1.05156,1.05392,11954,11,0
2024-11-18 00:00:00,1.05296,1.05499,1.05288,1.05419,9142,11,0
2024-11-18 04:00:00,1.05419,1.0546,1.05297,1.05373,7749,11,0
2024-11-18 08:00:00,1.05373,1.05709,1.05358,1.0566,13726,11,0
2024-11-18 12:00:00,1.05658,1.05681,1.05318,1.05672,14285,11,0
2024-11-18 16:00:00,1.05672,1.05923,1.05598,1.05909,16560,11,0
2024-11-18 20:00:00,1.05909,1.06067,1.05865,1.05977,7742,11,0
