time,open,high,low,close,tick_volume,spread,real_volume,close_oro,ratio_eur_oro,ratio_desviacion,divergencia_retornos,oro_tendencia,ratio_volatilidad,correlacion,correlacion_ma,oro_momentum
2024-10-28 00:00:00,1.07926,1.08013,1.07859,1.07938,6609,11,0,2732.42,0.00039502711881775126,0.046256135144096766,0.004900222577655433,-0.00014435806261739527,0.33199279278020144,0.3278721177006322,0.3247198258155689,0.00240290255954978
2024-10-28 04:00:00,1.07937,1.07957,1.07814,1.0787,8019,11,0,2732.86,0.0003947146944958761,-0.1846593283049402,-0.0007910207084436127,-0.0003990453635209441,0.33196589683020233,0.33237077660128345,0.32754796664844976,0.004945925770663662
2024-10-28 08:00:00,1.0787,1.08208,1.07814,1.08184,10682,11,0,2731.98,0.00039599118587983805,0.4780575942370734,0.003232918263795459,-0.00046658554962493697,0.3867943081699456,0.33177142264297615,0.3305200858630681,0.0002050215638751407
2024-10-28 12:00:00,1.08184,1.08259,1.08078,1.08148,11938,11,0,2734.3,0.0003955235343597996,0.13083157185696037,-0.0011819673438228095,-0.0004690486992525656,0.38860055621145145,0.3211279468292075,0.33149382126487903,-0.0017815550639240785
2024-10-28 16:00:00,1.08148,1.08273,1.0813,1.08152,14671,11,0,2742.77,0.0003943166944366462,-0.8596715223402179,-0.0030606986130370384,-0.00032607512453944315,0.37370869355392256,0.32191640169838603,0.33287303409363445,-0.001289002334040945
2024-10-28 20:00:00,1.08152,1.08186,1.08094,1.08115,7967,11,0,2742.22,0.0003942608543442904,-1.058706271373051,-0.0001415838986423834,-3.0465936281591583e-06,0.3833561929373411,0.32250575739702325,0.3342295472351836,0.003586564290994687
2024-10-29 00:00:00,1.08107,1.0819,1.0807,1.08155,3576,11,0,2745.69,0.0003939082707807509,-1.2143183056815696,-0.0008954216940988413,0.0007024871774160334,0.5009646280032576,0.32622158439478194,0.3355225224584079,0.004694715426329932
2024-10-29 04:00:00,1.08155,1.08178,1.08054,1.08084,6827,11,0,2754.64,0.0003923706909069788,-2.069669832069375,-0.00391611947990167,0.0013082873628040036,0.4966689537736261,0.3279718193640816,0.3377595245602337,0.008294350617500834
2024-10-29 08:00:00,1.08084,1.08198,1.08048,1.08183,11117,11,0,2754.65,0.0003927286588132794,-1.5881830283824043,0.0009123240193653626,0.0016332316115316443,0.5036176837096625,0.2383423870236733,0.33595547618402355,0.007442489851150258
2024-10-29 12:00:00,1.08183,1.0826,1.07714,1.07767,15269,11,0,2749.17,0.00039199831221786935,-1.7961677123144462,-0.0018559727033853335,0.0015798892372969069,0.6117382040551096,0.2363435069426927,0.33237769706548503,0.0023334074676331085
2024-10-29 16:00:00,1.07768,1.08114,1.07681,1.07987,26546,11,0,2769.42,0.00038992641058416565,-2.4311995675583566,-0.00532441825643426,0.0026366757679976605,0.5533449824962257,0.23943223372575273,0.3278479308443396,0.009918970760916412
2024-10-29 20:00:00,1.07987,1.08178,1.07977,1.08175,11399,11,0,2774.4,0.0003899041234140715,-2.045986326468655,-5.726015604601287e-05,0.003840739976403541,0.5652451355444095,0.2713429834129777,0.32320762439497935,0.010456388011756523
2024-10-30 00:00:00,1.08124,1.08259,1.08122,1.08215,3172,11,0,2778.1,0.0003895288146574997,-1.880344301878361,-0.00096385047990033,0.005122426653841751,0.5700877329059032,0.2747653389179391,0.31831645801107167,0.008516539366305587
2024-10-30 04:00:00,1.08215,1.08251,1.08125,1.08163,5663,11,0,2780.12,0.0003890587456656548,-1.7822537876897562,-0.0012076405356078457,0.0064251852086021554,0.5559758906325005,0.2748352931335736,0.3140604248060091,0.009246183725700075
