time,open,high,low,close,tick_volume,spread,real_volume,sent_mean,sent_std,sent_min,sent_max,impact_mean,impact_sum,sent_balance,sent_ma_24h,sent_trend,impact_volatility,retorno
2024-09-05 12:00:00,1.10963,1.11191,1.10866,1.10918,6980,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005255416846032368
2024-09-05 16:00:00,1.10918,1.11077,1.10758,1.11005,19217,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007843632232820141
2024-09-05 20:00:00,1.11005,1.11127,1.1099,1.11099,5867,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008468087023105753
2024-09-06 00:00:00,1.11068,1.11141,1.11067,1.11128,2267,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026102845210140835
2024-09-06 04:00:00,1.11128,1.11171,1.11088,1.11154,2930,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002339644374054206
2024-09-06 08:00:00,1.11154,1.11205,1.11104,1.11169,8591,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001349479101067086
2024-09-06 12:00:00,1.11169,1.1155,1.10798,1.11204,16393,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003148359704592263
2024-09-06 16:00:00,1.11204,1.11346,1.10651,1.10762,37155,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003974677169885865
2024-09-06 20:00:00,1.10762,1.1089,1.10691,1.10842,11196,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007222693703616834
2024-09-09 00:00:00,1.10778,1.10906,1.10766,1.10826,4536,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014434961476694763
2024-09-09 04:00:00,1.10826,1.10905,1.10741,1.10752,5553,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006677133524624068
2024-09-09 08:00:00,1.10752,1.10753,1.10451,1.10471,10411,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025372002311470077
2024-09-09 12:00:00,1.10471,1.10587,1.10352,1.10391,10851,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007241719546307035
2024-09-09 16:00:00,1.10391,1.10517,1.10336,1.10482,12240,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008243425641583091
2024-09-09 20:00:00,1.10482,1.10532,1.10332,1.10344,6986,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012490722470628324
2024-09-10 00:00:00,1.10316,1.10393,1.10279,1.10303,2929,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00037156528673965017
2024-09-10 04:00:00,1.10303,1.10401,1.10301,1.10396,3550,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008431320997617231
2024-09-10 08:00:00,1.10396,1.10491,1.10331,1.10373,8646,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020834088191601374
2024-09-10 12:00:00,1.10373,1.10433,1.10261,1.10294,9155,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007157547588632074
2024-09-10 16:00:00,1.10294,1.10344,1.10145,1.10262,14016,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000290133642809276
2024-09-10 20:00:00,1.10262,1.10273,1.10177,1.10187,5398,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006801980736790281
2024-09-11 00:00:00,1.10187,1.10232,1.10162,1.10196,2843,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.167932696245828e-05
2024-09-11 04:00:00,1.10196,1.10466,1.10178,1.1046,7965,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002395731242513355
2024-09-11 08:00:00,1.1046,1.10515,1.10361,1.10433,10354,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002444323737099685
2024-09-11 12:00:00,1.10433,1.10544,1.1003,1.10158,15723,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024901976764192257
2024-09-11 16:00:00,1.10158,1.10257,1.10015,1.10154,21981,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6311479874373553e-05
2024-09-11 20:00:00,1.10154,1.10261,1.10105,1.10107,7822,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004266753817382396
2024-09-12 00:00:00,1.10102,1.10147,1.10055,1.10063,2863,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003996112872024504
2024-09-12 04:00:00,1.10062,1.10164,1.1006,1.10158,4350,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008631420186619998
2024-09-12 08:00:00,1.10158,1.10234,1.1005,1.1015,8375,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.262295974874711e-05
2024-09-12 12:00:00,1.1015,1.1032,1.1009,1.10245,12831,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008624602814344406
2024-09-12 16:00:00,1.10245,1.10475,1.10242,1.10456,16243,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019139189985941663
2024-09-12 20:00:00,1.10456,1.10745,1.1042,1.1074,10255,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002571159556746583
2024-09-13 00:00:00,1.10688,1.10869,1.10683,1.10865,3403,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001128770092107656
2024-09-13 04:00:00,1.10865,1.10896,1.10788,1.10839,6095,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023451946060515372
2024-09-13 08:00:00,1.10839,1.10936,1.10726,1.10921,9236,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007398117990959907
2024-09-13 12:00:00,1.10921,1.11002,1.10787,1.10925,11786,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6061701571332705e-05
2024-09-13 16:00:00,1.10925,1.11014,1.10764,1.10834,16530,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008203741266621378
2024-09-13 20:00:00,1.10834,1.10854,1.10722,1.10735,5983,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008932277099085173
2024-09-16 00:00:00,1.10736,1.10919,1.10734,1.10889,3549,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013907075450398931
2024-09-16 04:00:00,1.1089,1.11043,1.10861,1.10967,5422,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007034061088115884
2024-09-16 08:00:00,1.10967,1.11256,1.1095,1.11223,9127,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002306992168843003
2024-09-16 12:00:00,1.11223,1.11324,1.11154,1.11245,11471,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019780081457954068
2024-09-16 16:00:00,1.11244,1.1137,1.11161,1.11285,14209,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035956672209991325
2024-09-16 20:00:00,1.11285,1.11328,1.11156,1.11322,6639,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332479669317598
2024-09-17 00:00:00,1.11312,1.11317,1.11214,1.11225,3577,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000871346184941113
2024-09-17 04:00:00,1.11225,1.11293,1.11212,1.11239,4953,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012587098224314808
2024-09-17 08:00:00,1.11239,1.11457,1.11153,1.11441,9108,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018159098877190694
2024-09-17 12:00:00,1.11442,1.11442,1.11173,1.11243,13903,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017767249037605737
2024-09-17 16:00:00,1.11243,1.11278,1.11113,1.11188,18921,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004944131316128031
2024-09-17 20:00:00,1.11188,1.1123,1.11103,1.11134,8311,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048566392056692553
2024-09-18 00:00:00,1.11111,1.11282,1.11084,1.11264,2566,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011697590296400051
2024-09-18 04:00:00,1.11264,1.113,1.11194,1.11195,4256,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006201466781708964
2024-09-18 08:00:00,1.11194,1.11328,1.11148,1.11291,9279,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000863348172130074
2024-09-18 12:00:00,1.11291,1.11393,1.11175,1.11218,8961,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000655938036319359
2024-09-18 16:00:00,1.11218,1.11392,1.11077,1.11237,14104,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017083565609898876
2024-09-18 20:00:00,1.11237,1.11885,1.10962,1.11172,34788,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005843379451082598
2024-09-19 00:00:00,1.11123,1.11234,1.10785,1.1081,6936,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032562155938545834
2024-09-19 04:00:00,1.1081,1.11208,1.1068,1.11196,11496,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003483440122732606
2024-09-19 08:00:00,1.11196,1.11686,1.11195,1.11622,16439,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003831073060182044
2024-09-19 12:00:00,1.11622,1.11783,1.11252,1.11255,19360,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032878823171059723
2024-09-19 16:00:00,1.11255,1.1158,1.11161,1.1155,23482,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002651566221742785
2024-09-19 20:00:00,1.1155,1.11674,1.11518,1.11612,9346,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005558045719409321
2024-09-20 00:00:00,1.11582,1.11623,1.11568,1.11599,3749,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011647493101096806
2024-09-20 04:00:00,1.11599,1.11688,1.11567,1.11645,8073,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004121900733877748
2024-09-20 08:00:00,1.11645,1.11814,1.11519,1.11639,15181,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.37417707913157e-05
2024-09-20 12:00:00,1.11641,1.11764,1.11536,1.11739,12274,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008957443187418423
2024-09-20 16:00:00,1.11738,1.11757,1.11355,1.11733,22914,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.369656073539453e-05
2024-09-20 20:00:00,1.11733,1.11738,1.11556,1.11616,10080,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010471391621095227
2024-09-23 00:00:00,1.11617,1.11644,1.11556,1.11584,3194,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028669724770646887
2024-09-23 04:00:00,1.11583,1.11645,1.11552,1.11631,4329,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004212073415543749
2024-09-23 08:00:00,1.1163,1.11668,1.10827,1.1092,15846,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006369198520124297
2024-09-23 12:00:00,1.10919,1.11253,1.10917,1.1122,12961,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027046520014426534
2024-09-23 16:00:00,1.11219,1.11429,1.11148,1.11247,20653,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024276209314866293
2024-09-23 20:00:00,1.11247,1.1128,1.11093,1.11101,7649,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001312394940987227
2024-09-24 00:00:00,1.11092,1.11141,1.11038,1.11053,3408,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004320393155777813
2024-09-24 04:00:00,1.11053,1.11171,1.11028,1.11163,6070,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009905180409353065
2024-09-24 08:00:00,1.11163,1.11444,1.11038,1.11397,13023,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105016957081096
2024-09-24 12:00:00,1.11397,1.11473,1.11216,1.11403,11926,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3861414580413935e-05
2024-09-24 16:00:00,1.11403,1.1163,1.11321,1.1158,17844,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015888261536940451
2024-09-24 20:00:00,1.1158,1.11803,1.11541,1.11793,6681,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001908944255243128
2024-09-25 00:00:00,1.11757,1.11934,1.11746,1.11926,3682,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011896988183515145
2024-09-25 04:00:00,1.11928,1.11982,1.11847,1.11952,5425,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023229633865251564
2024-09-25 08:00:00,1.11952,1.11959,1.11817,1.11843,10491,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009736315563813047
2024-09-25 12:00:00,1.11843,1.12073,1.11777,1.11972,11792,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011534025374855261
2024-09-25 16:00:00,1.11972,1.12134,1.11324,1.11339,19524,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005653199014039156
2024-09-25 20:00:00,1.11339,1.11383,1.1121,1.11321,8660,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016166841807463417
2024-09-26 00:00:00,1.11313,1.11364,1.11257,1.1136,2974,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003503382111191833
2024-09-26 04:00:00,1.1136,1.11447,1.11311,1.11412,4255,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004669540229884639
2024-09-26 08:00:00,1.11411,1.11575,1.11252,1.11409,12857,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6927081463345992e-05
2024-09-26 12:00:00,1.11409,1.11651,1.1137,1.11507,15894,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008796416806542418
2024-09-26 16:00:00,1.11507,1.11888,1.11253,1.11687,23332,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016142484328338647
2024-09-26 20:00:00,1.11687,1.11837,1.11678,1.11759,8772,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006446587337829435
2024-09-27 00:00:00,1.11759,1.11772,1.11675,1.11686,3404,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006531912418688002
2024-09-27 04:00:00,1.11686,1.11727,1.11619,1.11641,7288,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040291531615432863
2024-09-27 08:00:00,1.11641,1.11755,1.11244,1.11439,20084,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018093711091802245
2024-09-27 12:00:00,1.11439,1.12013,1.11367,1.11993,16851,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004971329606331842
2024-09-27 16:00:00,1.11993,1.12025,1.11458,1.11512,23504,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004294911289098646
2024-09-27 20:00:00,1.11512,1.11673,1.11499,1.11642,9021,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011657938159121972
2024-09-30 00:00:00,1.11547,1.11733,1.11537,1.11703,4973,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000546389351677723
2024-09-30 04:00:00,1.11703,1.11722,1.11558,1.11611,6392,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008236126155967138
2024-09-30 08:00:00,1.11611,1.12084,1.11555,1.12049,14371,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003924344374658384
2024-09-30 12:00:00,1.1205,1.12052,1.11827,1.11893,14195,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001392248034342125
2024-09-30 16:00:00,1.11893,1.11907,1.11345,1.11478,23915,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037089004674106807
2024-09-30 20:00:00,1.11478,1.11617,1.11132,1.11343,17266,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012110012737941434
2024-10-01 00:00:00,1.11273,1.11421,1.11267,1.11317,3908,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023351265908044816
2024-10-01 04:00:00,1.11317,1.11429,1.11308,1.11401,5364,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075460172300712
2024-10-01 08:00:00,1.11401,1.11436,1.10974,1.11023,17472,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033931472787496197
2024-10-01 12:00:00,1.11022,1.11142,1.10696,1.10706,17364,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028552642245301962
2024-10-01 16:00:00,1.10706,1.10863,1.10477,1.10539,31603,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015084999909669161
2024-10-01 20:00:00,1.10539,1.10768,1.10453,1.10671,16025,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011941486715096872
2024-10-02 00:00:00,1.10618,1.10715,1.10617,1.10651,3581,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001807158153445121
2024-10-02 04:00:00,1.10651,1.10735,1.10598,1.10625,6849,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023497302328956415
2024-10-02 08:00:00,1.10625,1.10824,1.10536,1.10718,14252,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008406779661018771
2024-10-02 12:00:00,1.10718,1.10768,1.10505,1.10529,14130,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001707039505771335
2024-10-02 16:00:00,1.1053,1.10652,1.10322,1.10461,19716,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006152231541043385
2024-10-02 20:00:00,1.10461,1.10529,1.10363,1.10447,9330,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012674156489622668
2024-10-03 00:00:00,1.10442,1.10489,1.10366,1.10387,4384,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005432469872428403
2024-10-03 04:00:00,1.10387,1.10402,1.10315,1.10324,6778,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005707193781875342
2024-10-03 08:00:00,1.10324,1.10457,1.10245,1.10371,16077,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042601791088059393
2024-10-03 12:00:00,1.10371,1.10462,1.10276,1.10317,15733,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004892589538918468
